mode,load,0_densenet121-4,1_efficientnet_b6-4,2_mobilenet_v3_large-32
mps-uncap,0.8,10.164499282836914,16.99995994567871,6.036281585693359
mps-uncap,0.9,12.040972709655762,19.156575202941895,6.049752235412598
mps-uncap,1.0,13.797760009765625,20.47443389892578,6.282567977905273
mps-uncap,0.5,10.727524757385254,14.360904693603516,6.012439727783203
mps-uncap,0.6,9.338855743408203,14.246940612792969,5.659580230712891
mps-uncap,0.7,9.313583374023438,15.718221664428711,5.807399749755859
mps-uncap,0.1,16.539335250854492,19.232749938964844,7.1048736572265625
mps-uncap,0.2,13.719797134399414,18.236160278320312,7.287025451660156
mps-uncap,0.3,12.260675430297852,17.43769645690918,6.968975067138672
mps-uncap,0.4,11.453986167907715,15.996694564819336,6.720900535583496
