mode,load,0_densenet121-4,1_efficientnet_b6-4,2_mobilenet_v3_large-32
mps-uncap,0.8,14.976978302001953,23.267507553100586,10.403633117675781
mps-uncap,0.9,31.846046447753906,37.285447120666504,14.337301254272461
mps-uncap,1.0,2480.4790019989014,306.4579963684082,54.068565368652344
mps-uncap,0.5,12.368202209472656,17.01653003692627,6.844997406005859
mps-uncap,0.6,12.103080749511719,17.456412315368652,6.681680679321289
mps-uncap,0.7,12.200355529785156,19.85335350036621,8.172988891601562
mps-uncap,0.1,16.753315925598145,22.991418838500977,7.292509078979492
mps-uncap,0.2,16.48688316345215,18.77737045288086,7.550835609436035
mps-uncap,0.3,13.252019882202148,18.289804458618164,7.5836181640625
mps-uncap,0.4,12.975931167602539,17.828941345214844,7.305502891540527
