mode,load,0_densenet121-4,1_efficientnet_b6-4,2_mobilenet_v3_large-32
mps-uncap,0.8,6.636857986450195,10.164260864257812,4.823446273803711
mps-uncap,0.9,6.800174713134766,10.104894638061523,4.801511764526367
mps-uncap,1.0,6.819486618041992,10.133743286132812,4.828691482543945
mps-uncap,0.5,6.734132766723633,10.158777236938477,4.8007965087890625
mps-uncap,0.6,6.7138671875,10.154247283935547,4.799127578735352
mps-uncap,0.7,6.689310073852539,10.315656661987305,4.819631576538086
mps-uncap,0.1,6.858348846435547,10.257959365844727,4.81104850769043
mps-uncap,0.2,6.949901580810547,10.216474533081055,4.805803298950195
mps-uncap,0.3,6.902933120727539,10.272502899169922,4.82630729675293
mps-uncap,0.4,6.906747817993164,10.120630264282227,4.832744598388672
