mode,load,0_densenet121-4,1_efficientnet_b6-4,2_mobilenet_v3_large-32
mps-uncap,0.8,42.0377254486084,62.261581420898445,26.3455867767334
mps-uncap,0.9,93.99867057800293,99.07596111297606,37.16397285461426
mps-uncap,1.0,4136.035537719727,629.561185836792,151.8280029296875
mps-uncap,0.5,21.325302124023445,27.897310256958008,13.186836242675783
mps-uncap,0.6,23.29540252685547,32.97333717346191,14.32154178619385
mps-uncap,0.7,25.142192840576172,43.134498596191406,19.483327865600586
mps-uncap,0.1,19.05808448791504,25.775671005249016,8.585023880004883
mps-uncap,0.2,23.012065887451172,27.326059341430664,11.8577241897583
mps-uncap,0.3,22.42107391357422,27.91881561279297,12.977027893066408
mps-uncap,0.4,23.430228233337402,28.235292434692383,13.550043106079102
