mode,load,0_densenet121-4,1_efficientnet_b6-4,2_mobilenet_v3_large-32
mps-uncap,0.8,13.830184936523438,21.340188980102536,7.577047348022461
mps-uncap,0.9,15.911519527435303,22.46269941329956,7.334289550781249
mps-uncap,1.0,16.13722801208496,22.684621810913086,7.375245094299316
mps-uncap,0.5,16.08265876770018,21.469008922576904,7.809033393859864
mps-uncap,0.6,14.933776855468746,21.303727626800537,7.2808146476745605
mps-uncap,0.7,13.638019561767578,21.167073249816895,7.489311695098876
mps-uncap,0.1,18.990967273712158,26.767473220825195,8.267345428466797
mps-uncap,0.2,19.38277244567871,27.629709243774414,8.581287860870361
mps-uncap,0.3,19.048452377319336,27.635633945465088,8.254699707031248
mps-uncap,0.4,18.845391273498535,24.11885261535644,8.095614910125732
