mode,load,0_alexnet-16,1_densenet169-32,2_mobilenet_v2-16,3_mobilenet_v2-32
mps-uncap,1.0,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625
