mode,load,0_densenet201-16,1_resnet34-32,2_vgg13-16
mps-uncap,0.8,15.885591506958008,6.198883056640625,7.79271125793457
mps-uncap,0.9,16.170501708984375,6.224393844604492,7.788419723510742
mps-uncap,1.0,16.51597023010254,6.284475326538086,7.803678512573242
mps-uncap,0.5,15.845775604248047,6.187200546264648,7.762670516967773
mps-uncap,0.6,15.973091125488281,6.211042404174805,7.775783538818359
mps-uncap,0.7,15.993595123291016,6.2198638916015625,7.746219635009766
mps-uncap,0.1,15.93470573425293,6.235837936401367,7.77745246887207
mps-uncap,0.2,15.946149826049805,6.206274032592773,7.776737213134766
mps-uncap,0.3,15.932321548461914,6.218910217285156,7.711172103881836
mps-uncap,0.4,15.862226486206055,6.201505661010742,7.74383544921875
