mode,load,0_densenet201-16,1_resnet34-32,2_vgg13-16
mps-uncap,0.8,100.8530855178833,26.05462074279785,11.218738555908203
mps-uncap,0.9,114.94109630584717,29.35328483581543,11.578965187072754
mps-uncap,1.0,118.73960494995117,29.204320907592773,12.13061809539795
mps-uncap,0.5,48.025298118591316,20.90702056884766,10.122895240783691
mps-uncap,0.6,60.924339294433594,22.58598804473877,10.29057502746582
mps-uncap,0.7,74.24168586730958,23.23565483093262,10.48123836517334
mps-uncap,0.1,29.749488830566406,10.41407585144043,7.942771911621094
mps-uncap,0.2,31.107664108276378,13.213229179382324,8.585047721862793
mps-uncap,0.3,36.397433280944824,13.303756713867188,9.25750732421875
mps-uncap,0.4,39.73813056945803,16.622543334960938,9.76896286010742
