mode,load,0_densenet201-16,1_resnet34-32,2_vgg13-16
mps-uncap,0.8,288.3279323577881,141.3745880126953,101.65643692016602
mps-uncap,0.9,717.1163558959961,274.6472358703613,208.50634574890137
mps-uncap,1.0,1494.7097301483154,983.4311008453369,706.8548202514648
mps-uncap,0.5,138.32664489746094,95.38149833679199,61.33866310119629
mps-uncap,0.6,147.9775905609131,88.21296691894531,78.31478118896484
mps-uncap,0.7,242.0182228088379,91.56227111816406,110.02850532531738
mps-uncap,0.1,39.078712463378906,22.666215896606445,15.398263931274414
mps-uncap,0.2,46.73409461975098,22.92943000793457,23.60391616821289
mps-uncap,0.3,70.19543647766113,24.421215057373047,36.62228584289551
mps-uncap,0.4,71.58064842224121,60.91952323913574,41.600704193115234
