mode,load,0_vgg19-4,1_vgg19-4
mig,0.1,5.957746505737305,7.716941833496094
mig,0.2,5.90510368347168,7.689237594604492
mig,0.3,5.86085319519043,7.663774490356445
mig,0.4,5.8383941650390625,7.63247013092041
mig,0.5,5.804300308227539,7.579326629638672
mig,0.6,5.788564682006836,7.583904266357422
mig,0.7,5.8269500732421875,7.636070251464844
mig,0.8,5.884885787963867,7.723093032836914
mig,0.9,5.927562713623047,7.777214050292969
mig,1.0,5.980968475341797,7.854223251342773
