mode,load,0_vgg19-4,1_vgg19-4
mig,0.1,5.718469619750977,7.493257522583008
mig,0.2,5.715370178222656,7.483243942260742
mig,0.3,5.713224411010742,7.480621337890625
mig,0.4,5.706787109375,7.477045059204102
mig,0.5,5.703926086425781,7.474184036254883
mig,0.6,5.705356597900391,7.473230361938477
mig,0.7,5.69915771484375,7.468938827514648
mig,0.8,5.702733993530273,7.474184036254883
mig,0.9,5.702972412109375,7.486820220947266
mig,1.0,5.723714828491211,7.49659538269043
