mode,load,0_densenet161-4,1_vgg13-2,2_vgg16-16
mps-uncap,0.8,453.4122943878174,120.25809288024902,240.10896682739258
mps-uncap,0.9,895.972728729248,283.7388515472412,412.0328426361084
mps-uncap,1.0,5982.813596725464,286.1201763153076,5560.328245162964
mps-uncap,0.5,119.7195053100586,25.975704193115234,70.53756713867188
mps-uncap,0.6,168.5163974761963,31.988859176635742,88.58370780944824
mps-uncap,0.7,263.63563537597656,65.3083324432373,138.87858390808105
mps-uncap,0.1,51.64456367492676,16.393423080444336,35.23707389831543
mps-uncap,0.2,58.32982063293457,24.530649185180664,37.62340545654297
mps-uncap,0.3,52.54006385803223,18.380165100097656,48.06637763977051
mps-uncap,0.4,89.71261978149414,20.5686092376709,57.38568305969238
