mode,load,0_densenet161-4,1_vgg13-2,2_vgg16-16
mps-uncap,0.8,126.61759853363039,19.47469711303711,93.38569641113281
mps-uncap,0.9,454.2905330657958,110.34026145935064,225.02987384796143
mps-uncap,1.0,4879.739761352539,166.5889739990234,5114.829111099243
mps-uncap,0.5,17.98715591430664,4.284048080444338,15.865135192871094
mps-uncap,0.6,29.121470451354973,6.108474731445315,25.17881393432617
mps-uncap,0.7,60.271263122558594,9.612989425659183,43.5370445251465
mps-uncap,0.1,0.05187988281250001,0.04553794860839844,0.056791305541992215
mps-uncap,0.2,0.051951408386230476,0.049066543579101604,5.6900024414062536
mps-uncap,0.3,0.05054473876953125,0.5887269973754893,9.067797660827647
mps-uncap,0.4,14.069414138793947,1.9627094268798804,13.415718078613303
