mode,load,0_densenet161-4,1_vgg13-2,2_vgg16-16
mps-uncap,0.8,53.47275733947754,5.793333053588867,12.853622436523438
mps-uncap,0.9,62.37077713012695,7.324695587158203,13.319730758666992
mps-uncap,1.0,75.30021667480469,7.166624069213867,13.788461685180664
mps-uncap,0.5,21.731019020080566,2.4018287658691406,11.934518814086914
mps-uncap,0.6,25.858283042907715,2.7899742126464844,12.073278427124023
mps-uncap,0.7,38.671255111694336,4.92405891418457,12.535810470581055
mps-uncap,0.1,34.414052963256836,2.5153160095214844,11.693954467773438
mps-uncap,0.2,29.375553131103516,2.475261688232422,11.349916458129883
mps-uncap,0.3,23.91493320465088,2.406001091003418,11.411070823669434
mps-uncap,0.4,21.243810653686523,2.3195743560791016,11.731863021850586
