mode,load,0_densenet121-32,1_efficientnet_b7-32,2_mobilenet_v2-32,3_squeezenet1_0-2
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125,0.000476837158203125
