mode,load,0_vgg13-16,1_mobilenet_v3_small-4,2_squeezenet1_0-2
mps-uncap,1.0,10.037422180175781,10.04338264465332,9.614086151123047
mig,1.0,18.771982192993164,4.183769226074219,1.7695426940917969
