mode,load,0_vgg13-16,1_mobilenet_v3_small-4,2_squeezenet1_0-2
mps-uncap,1.0,0.0019073486328125,0.011920928955078125,0.0007152557373046875
mig,1.0,0.000476837158203125,0.002384185791015625,0.0057220458984375
