mode,load,0_vgg13-16,1_mobilenet_v3_small-4,2_squeezenet1_0-2
mps-uncap,1.0,9.345769882202148,4.140377044677734,1.9338130950927734
mig,1.0,18.179655075073242,4.036664962768555,1.6937255859375
