mode,load,0_vgg13-16,1_mobilenet_v3_small-4,2_squeezenet1_0-2
mps-uncap,1.0,9.775161743164062,9.767293930053711,7.855653762817383
mig,1.0,18.368959426879883,4.090785980224609,1.7230510711669922
