mode,load,0_vgg13-16,1_mobilenet_v3_small-4,2_squeezenet1_0-2
mps-uncap,1.0,1631.2403388147657,410.9821704391355,271.944554771439
mig,1.0,864.6558224935433,972.1615327911987,1150.948938674633
