mode,load,0_resnet18-8,1_resnet34-16,2_vgg16-8
mps-uncap,0.8,809.2862678689003,826.9859792919008,851.610049353485
mps-uncap,0.9,900.8872190318566,952.0117185921895,939.2142621831362
mps-uncap,1.0,944.5120010854182,1058.530893705751,958.2583783651933
mps-uncap,0.5,500.7883410655493,522.435390884534,523.680885758307
mps-uncap,0.6,583.6766518570772,638.7385306071934,639.7261104433891
mps-uncap,0.7,669.8652461202076,753.2039122849808,733.816170969846
mps-uncap,0.1,95.47446884448597,107.9529290041376,105.16192004341063
mps-uncap,0.2,198.57207558117136,208.94300346236568,214.5218757149064
mps-uncap,0.3,293.4125591726895,311.0605270412151,316.99664396827626
mps-uncap,0.4,404.67830962272774,427.532192864116,436.98400710388074
