mode,load,0_densenet169-16,1_mobilenet_v3_small-8,2_resnet34-8
mps-uncap,0.8,22.29485511779785,5.202293395996094,7.363438606262207
mps-uncap,0.9,21.106743812561035,5.300045013427734,7.32266902923584
mps-uncap,1.0,19.063425064086914,6.183338165283204,7.8231334686279315
mps-uncap,0.5,19.381999969482422,5.102419853210449,6.968045234680179
mps-uncap,0.6,19.598054885864258,5.340456962585449,7.2586774826049805
mps-uncap,0.7,22.406530380249023,4.944205284118652,7.200098037719727
mps-uncap,0.1,30.68065643310547,9.565258026123047,8.207559585571289
mps-uncap,0.2,25.545239448547363,8.354473114013674,7.7172040939331055
mps-uncap,0.3,19.77035999298096,6.8601369857788095,7.509469985961914
mps-uncap,0.4,21.53286933898926,5.181312561035156,6.747245788574219
