mode,load,0_densenet169-16,1_mobilenet_v3_small-8,2_resnet34-8
mps-uncap,0.8,160.91461181640628,4885.921955108643,40.57967662811279
mps-uncap,0.9,774.3228673934937,11956.768679618837,272.1625566482544
mps-uncap,1.0,866.7666435241701,18357.11417198181,5345.107603073121
mps-uncap,0.5,38.666486740112305,16.764354705810547,12.452864646911621
mps-uncap,0.6,58.544731140136726,38.347840309143066,16.021037101745605
mps-uncap,0.7,75.75302124023438,134.76109504699707,23.149442672729503
mps-uncap,0.1,31.2424898147583,14.976024627685547,10.062789916992188
mps-uncap,0.2,31.01193904876709,13.335227966308597,10.609936714172365
mps-uncap,0.3,31.532931327819828,11.362004280090334,11.066913604736326
mps-uncap,0.4,37.0302200317383,12.543821334838867,10.809898376464844
