mode,load,0_densenet169-16,1_mobilenet_v3_small-8,2_resnet34-8
mps-uncap,0.8,20.400524139404297,4.190683364868164,5.073189735412598
mps-uncap,0.9,20.73836326599121,4.212498664855957,5.218386650085449
mps-uncap,1.0,18.668651580810547,4.392385482788086,5.215048789978027
mps-uncap,0.5,17.534255981445312,4.171609878540039,4.464507102966309
mps-uncap,0.6,17.84205436706543,4.245519638061523,4.599928855895996
mps-uncap,0.7,19.55127716064453,4.171133041381836,4.838228225708008
mps-uncap,0.1,20.28799057006836,9.09280776977539,7.754325866699219
mps-uncap,0.2,18.909811973571777,6.604671478271484,6.438612937927246
mps-uncap,0.3,18.132567405700684,4.528045654296875,5.303740501403809
mps-uncap,0.4,18.072128295898438,4.314422607421875,4.594922065734863
