mode,load,0_densenet169-16,1_mobilenet_v3_small-8,2_resnet34-8
mps-uncap,0.8,675.2204690780239,1811.8917459792344,1243.420325579259
mps-uncap,0.9,767.4032717933344,1794.4548880132818,1393.9452493909869
mps-uncap,1.0,849.0758531090152,1655.1529701099398,1381.2552000323378
mps-uncap,0.5,412.1141112968495,1240.856895223668,758.9733069844158
mps-uncap,0.6,515.9951180544128,1519.2136275548849,923.0983642526796
mps-uncap,0.7,576.9642982198645,1763.683159941261,1063.6418306380856
mps-uncap,0.1,86.49015462663976,239.98376166107013,150.2522546509682
mps-uncap,0.2,170.6499178360866,502.8735244511417,299.2415018663014
mps-uncap,0.3,251.42606133634226,772.9735597681885,460.5699313110947
mps-uncap,0.4,309.6987909931073,994.1774208758208,602.0020674244125
