mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_small-16,3_mobilenet_v3_small-32
mps-uncap,1.0,24.515151977539062,24.57141876220703,18.929243087768555,18.364429473876953
