mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_small-16,3_mobilenet_v3_small-32
mps-uncap,1.0,15.867948532104492,15.862345695495605,8.722782135009766,15.847086906433105
