mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_small-16,3_mobilenet_v3_small-32
mps-uncap,1.0,24.51491355895996,24.57118034362793,18.929243087768555,18.36419105529785
