mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_small-16,3_mobilenet_v3_small-32
mps-uncap,1.0,15.867829322814941,15.862107276916504,8.722662925720215,15.846848487854004
