mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-2,2_squeezenet1_0-4,3_vgg19-32
mps-uncap,1.0,1050.6972045382988,108.85215009967801,284.20647615675546,1050.7032997249964
