mode,load,0_inception_v3-8,1_inception_v3-8
mig,0.1,5.853891372680664,7.094383239746094
mig,0.2,5.853176116943359,7.093906402587891
mig,0.3,5.840539932250977,7.08770751953125
mig,0.4,5.841732025146484,7.092714309692383
mig,0.5,5.8536529541015625,7.083654403686523
mig,0.6,5.84101676940918,7.090091705322266
mig,0.7,5.841255187988281,7.09223747253418
mig,0.8,5.839824676513672,7.094144821166992
mig,0.9,5.860567092895508,7.146120071411133
mig,1.0,5.854368209838867,7.10606575012207
