mode,load,0_efficientnet_b7-32,1_resnet152-8,2_resnet34-2
mps-uncap,0.8,53.617238998413086,13.084650039672852,3.438234329223633
mps-uncap,0.9,56.5030574798584,13.358592987060547,3.359556198120117
mps-uncap,1.0,61.50245666503906,13.560771942138672,3.5295486450195312
mps-uncap,0.5,53.71904373168945,13.15450668334961,3.3872127532958984
mps-uncap,0.6,52.625417709350586,13.277530670166016,3.3905506134033203
mps-uncap,0.7,54.15034294128418,13.090133666992188,3.3800601959228516
mps-uncap,0.1,53.551435470581055,14.607667922973633,4.228830337524414
mps-uncap,0.2,53.47895622253418,13.457059860229492,3.4456253051757812
mps-uncap,0.3,52.98352241516113,13.483047485351562,3.4253597259521484
mps-uncap,0.4,51.9404411315918,13.616800308227539,3.377676010131836
