mode,load,0_efficientnet_b7-32,1_resnet152-8,2_resnet34-2
mps-uncap,0.8,433.8371194998951,162.07868656620138,168.7936205562756
mps-uncap,0.9,437.1708008570561,173.33125211522386,188.35960401332179
mps-uncap,1.0,485.6309198194145,170.97678842681958,165.4935925501972
mps-uncap,0.5,266.4937562621734,100.90463663496067,104.78365846330026
mps-uncap,0.6,324.12825282850275,116.07896385805884,125.07483947699093
mps-uncap,0.7,367.7335294181606,142.04849766911525,144.83420979875447
mps-uncap,0.1,51.68174294624711,18.642493368397925,21.119413966910102
mps-uncap,0.2,99.2053104626942,39.87707702899535,40.735085769462074
mps-uncap,0.3,156.33811454198153,55.29639800947535,62.743201565673345
mps-uncap,0.4,223.83211479671232,75.47416974593449,82.78498002058514
