mode,load,0_efficientnet_b7-32,1_resnet152-8,2_resnet34-2
mps-uncap,0.8,72.1137523651123,49.787282943725586,21.829843521118164
mps-uncap,0.9,72.44062423706055,48.80833625793457,22.21536636352539
mps-uncap,1.0,68.13216209411621,55.960655212402344,23.268938064575195
mps-uncap,0.5,70.36900520324707,49.04294013977051,22.240400314331055
mps-uncap,0.6,70.68848609924316,48.59805107116699,22.078514099121094
mps-uncap,0.7,71.01678848266602,50.24409294128418,21.616697311401367
mps-uncap,0.1,86.93218231201172,47.27625846862793,21.555662155151367
mps-uncap,0.2,77.14962959289551,59.44252014160156,19.38152313232422
mps-uncap,0.3,78.704833984375,48.10833930969238,20.573854446411133
mps-uncap,0.4,69.66519355773926,47.8978157043457,21.068334579467773
