mode,load,0_efficientnet_b7-32,1_resnet152-8,2_resnet34-2
mps-uncap,0.8,867.9750204086318,116.04938507080082,110.72645187377928
mps-uncap,0.9,659.8517894744873,219.4147348403931,460.13860702514654
mps-uncap,1.0,4440.988302230835,7577.559089660645,11788.358545303345
mps-uncap,0.5,100.07817745208742,26.2603759765625,12.037777900695806
mps-uncap,0.6,130.50825595855713,39.31868076324465,18.311119079589844
mps-uncap,0.7,244.70584392547636,59.08393859863282,30.53936958312989
mps-uncap,0.1,0.05154609680175781,0.04925727844238281,0.05269050598144531
mps-uncap,0.2,14.793515205383338,7.414722442626954,2.6814937591552734
mps-uncap,0.3,51.5380859375,11.122703552246094,6.048679351806641
mps-uncap,0.4,78.03394794464111,20.554471015930172,8.24756622314455
