mode,load,0_efficientnet_b7-32,1_resnet152-8,2_resnet34-2
mps-uncap,0.8,0.012874603271484375,0.012159347534179688,0.0095367431640625
mps-uncap,0.9,0.01239776611328125,0.01239776611328125,0.011205673217773438
mps-uncap,1.0,0.014781951904296875,0.011682510375976562,0.012636184692382812
mps-uncap,0.5,0.012874603271484375,0.011920928955078125,0.009298324584960938
mps-uncap,0.6,0.012159347534179688,0.011920928955078125,0.010251998901367188
mps-uncap,0.7,0.012636184692382812,0.009775161743164062,0.0095367431640625
mps-uncap,0.1,0.012874603271484375,0.012874603271484375,0.015020370483398438
mps-uncap,0.2,0.011682510375976562,0.0133514404296875,0.011682510375976562
mps-uncap,0.3,0.01239776611328125,0.01239776611328125,0.011920928955078125
mps-uncap,0.4,0.0133514404296875,0.011444091796875,0.011444091796875
