mode,load,0_efficientnet_b6-16,1_efficientnet_b7-4,2_vgg16-2
mps-uncap,1.0,0.0030994415283203125,0.006198883056640625,0.003337860107421875
mig,1.0,0.007152557373046875,0.0064373016357421875,0.002384185791015625
