mode,load,0_efficientnet_b6-16,1_efficientnet_b7-4,2_vgg16-2
mps-uncap,1.0,33.9508056640625,43.05124282836914,3.4263134002685547
mig,1.0,42.37866401672363,26.115894317626953,6.6280364990234375
