mode,load,0_vgg19-32,1_vgg19-32,2_vgg19-32,3_vgg19-32
mig,0.1,36.1342303008589,33.36093996447238,29.95340325599954,20.647531199883083
mig,0.2,99.18949490587201,88.59007008257137,76.93461909015163,47.744186095432326
mig,0.3,111.22724946937215,126.03341460477664,134.9818430548245,64.54517753619854
mig,0.4,151.6212468944329,171.159788177965,160.480872058877,84.03999024766252
mig,0.5,209.7343152280036,198.3205145303228,214.32294662152486,112.69631333032092
mig,0.6,239.0345810074977,250.4239273418741,247.61485776712829,129.91341814849721
mig,0.7,265.5617674908971,274.8391416406765,283.7932644931775,139.34592817340476
mig,0.8,332.2944896482096,341.33678434928265,322.5920027281113,158.0923951347176
mig,0.9,354.8183822864935,370.08983359540264,354.9601896466704,200.1103965389691
mig,1.0,408.80266586475597,401.97523075502545,414.125976227178,201.77024051597877
