mode,load,0_vgg19-32,1_vgg19-32,2_vgg19-32,3_vgg19-32
mig,0.1,4.190254211425779,0.07390975952148438,0.07081031799316406,23.715376853942928
mig,0.2,36.40055656433108,53.90191078186035,37.5676155090332,97.98192977905273
mig,0.3,59.178352355957024,59.796810150146484,65.77754020690918,114.55388069152833
mig,0.4,70.65091133117676,83.55627059936519,67.22097396850586,112.95876502990723
mig,0.5,87.89553642272949,70.50690650939941,92.47589111328125,159.5265865325928
mig,0.6,116.10558032989506,136.44421100616455,195.3182220458984,221.44823074340823
mig,0.7,146.73824310302734,193.33519935607913,271.21584415435797,298.77548217773443
mig,0.8,198.89044761657715,254.33506965637227,254.07133102416995,399.3000507354735
mig,0.9,524.2513418197632,353.1026363372804,437.81180381774914,1043.12162399292
mig,1.0,1878.325343132019,2249.929451942444,1911.617183685303,1941.3178443908691
