mode,load,0_inception_v3-32,1_mobilenet_v2-32,2_mobilenet_v3_small-32,3_resnet18-32
mps-uncap,1.0,0.0007152557373046875,0.0007152557373046875,0.015020370483398438,0.0007152557373046875
