mode,load,0_densenet161-2,1_densenet161-2,2_densenet161-2,3_densenet161-2
mig,0.1,37.3687744140625,49.962759017944336,30.925989151000977,30.63821792602539
mig,0.2,33.1730842590332,43.0302619934082,42.78683662414551,37.9180908203125
mig,0.3,51.712989807128906,53.73811721801758,43.91813278198242,50.797462463378906
mig,0.4,62.79563903808594,52.66118049621582,45.91798782348633,61.64383888244629
mig,0.5,45.04275321960449,62.1793270111084,48.59757423400879,108.88171195983887
mig,0.6,96.90666198730469,59.615135192871094,90.23714065551758,152.61077880859375
mig,0.7,113.47746849060059,122.47514724731445,78.17625999450684,167.0706272125244
mig,0.8,151.90720558166504,180.15074729919434,158.15210342407227,249.01270866394043
mig,0.9,263.35859298706055,276.92389488220215,289.17407989501953,279.9816131591797
mig,1.0,1579.5447826385498,768.9704895019531,397.0057964324951,1175.1110553741455
