mode,load,0_densenet169-32,1_densenet169-32,2_densenet169-32,3_densenet169-32
mig,0.1,62.203168869018555,62.46805191040039,62.4387264251709,115.5095100402832
mig,0.2,62.34025955200195,62.651634216308594,62.67118453979492,115.50402641296387
mig,0.3,62.21437454223633,62.500953674316406,62.4539852142334,115.50188064575195
mig,0.4,62.20054626464844,62.40487098693848,62.42871284484863,115.59724807739258
mig,0.5,62.21628189086914,62.506914138793945,62.4690055847168,115.65303802490234
mig,0.6,62.32166290283203,62.55984306335449,62.59942054748535,115.72551727294922
mig,0.7,62.37220764160156,62.67571449279785,62.67356872558594,115.56649208068848
mig,0.8,62.332868576049805,62.61396408081055,62.59918212890625,115.61179161071777
mig,0.9,62.24703788757324,62.47258186340332,62.49070167541504,115.60845375061035
mig,1.0,62.165021896362305,62.381744384765625,62.36600875854492,116.02234840393066
