mode,load,0_densenet169-2,1_inception_v3-32,2_vgg16-8
mps-uncap,0.8,20.596981048583984,21.58212661743164,6.190776824951172
mps-uncap,0.9,24.774551391601562,27.026653289794922,6.311535835266113
mps-uncap,1.0,40.64071178436279,32.07898139953613,6.604909896850586
mps-uncap,0.5,17.63439178466797,14.809131622314453,5.381584167480469
mps-uncap,0.6,17.209291458129883,15.343785285949707,5.397319793701172
mps-uncap,0.7,17.609119415283203,17.82989501953125,5.622386932373047
mps-uncap,0.1,24.2769718170166,12.454748153686523,5.273342132568359
mps-uncap,0.2,22.7203369140625,12.186408042907715,5.250453948974609
mps-uncap,0.3,18.069982528686523,13.480901718139648,5.252361297607422
mps-uncap,0.4,18.152356147766113,13.882160186767578,5.274295806884766
