mode,load,0_densenet169-2,1_inception_v3-32,2_vgg16-8
mps-uncap,0.8,97.42212295532227,126.22066974639876,45.63870429992678
mps-uncap,0.9,163.72202396392805,180.62998294830297,66.062421798706
mps-uncap,1.0,3228.3193111419673,1735.323705673218,359.0039348602295
mps-uncap,0.5,29.185700416564888,26.65581703186038,15.713858604431172
mps-uncap,0.6,29.596662521362244,48.244526386261,23.3771276473997
mps-uncap,0.7,53.70578765869164,73.48495483398409,29.95869159698489
mps-uncap,0.1,22.175531387329116,10.087599754333466,4.878110885620117
mps-uncap,0.2,21.719081401824955,9.759740829467773,7.06264495849611
mps-uncap,0.3,22.69260406494141,15.67838191986086,8.318796157836909
mps-uncap,0.4,25.588984489440925,35.37972450256349,12.49964475631714
