mode,load,0_densenet169-2,1_inception_v3-32,2_vgg16-8
mps-uncap,0.8,144.850492477417,170.51124572753906,76.33686065673828
mps-uncap,0.9,245.02825736999512,280.11202812194824,112.49947547912598
mps-uncap,1.0,3369.837760925293,1803.0149936676025,400.5739688873291
mps-uncap,0.5,48.56443405151367,44.81697082519531,26.78680419921875
mps-uncap,0.6,43.097496032714844,74.77378845214844,38.70034217834473
mps-uncap,0.7,99.70808029174805,98.54245185852051,49.19910430908203
mps-uncap,0.1,24.091482162475586,12.325048446655273,7.46464729309082
mps-uncap,0.2,29.019594192504883,16.85476303100586,12.302637100219727
mps-uncap,0.3,43.07985305786133,21.83818817138672,22.26090431213379
mps-uncap,0.4,38.57278823852539,59.57365036010742,31.630516052246094
