mode,load,0_densenet169-2,1_inception_v3-32,2_vgg16-8
mps-uncap,0.8,27.9998779296875,30.095934867858887,10.921478271484375
mps-uncap,0.9,39.31450843811035,42.26350784301758,13.875484466552734
mps-uncap,1.0,2150.21812915802,342.0877456665039,80.35397529602051
mps-uncap,0.5,18.679261207580566,16.564130783081055,6.141424179077148
mps-uncap,0.6,18.811702728271484,19.115567207336426,6.741762161254883
mps-uncap,0.7,20.587682723999023,22.597074508666992,8.086681365966797
mps-uncap,0.1,24.517297744750977,12.659192085266113,5.341291427612305
mps-uncap,0.2,23.5903263092041,12.516617774963379,5.330324172973633
mps-uncap,0.3,19.080162048339844,13.749361038208008,5.352973937988281
mps-uncap,0.4,19.28555965423584,14.831185340881348,5.470514297485352
