mode,load,0_densenet169-2,1_inception_v3-32,2_vgg16-8
mps-uncap,0.8,10.042667388916016,10.452747344970703,5.182743072509766
mps-uncap,0.9,9.854316711425781,10.547876358032227,5.220651626586914
mps-uncap,1.0,11.342048645019531,10.751008987426758,5.239725112915039
mps-uncap,0.5,10.282754898071289,10.390281677246094,5.189657211303711
mps-uncap,0.6,10.025978088378906,10.40029525756836,5.16819953918457
mps-uncap,0.7,10.085582733154297,10.44607162475586,5.163431167602539
mps-uncap,0.1,11.514425277709961,10.46609878540039,5.203962326049805
mps-uncap,0.2,10.062456130981445,10.443687438964844,5.163431167602539
mps-uncap,0.3,10.081052780151367,10.451316833496094,5.173921585083008
mps-uncap,0.4,10.069847106933594,10.406255722045898,5.164146423339844
