mode,load,0_vgg16-32,1_squeezenet1_0-16,2_vgg13-2
mps-uncap,1.0,34.546852111816406,32.69052505493164,27.178525924682617
mig,1.0,48.02584648132324,16.81208610534668,13.507843017578125
