mode,load,0_vgg16-32,1_squeezenet1_0-16,2_vgg13-2
mps-uncap,1.0,26.20091438293457,25.530099868774414,20.877504348754883
mig,1.0,44.51651573181152,11.075639724731445,6.082057952880859
