mode,load,0_vgg16-32,1_squeezenet1_0-16,2_vgg13-2
mps-uncap,1.0,23.5140323638916,7.757425308227539,2.2563934326171875
mig,1.0,42.08827018737793,10.263919830322266,5.702018737792969
