mode,load,0_densenet161-32,1_mobilenet_v3_large-32,2_mobilenet_v3_large-32
mps-uncap,0.8,33.15877914428711,5.113363265991211,5.101203918457031
mps-uncap,0.9,36.56959533691406,5.252599716186523,5.078315734863281
mps-uncap,1.0,43.37596893310547,5.336761474609375,5.717039108276367
mps-uncap,0.5,32.726287841796875,5.06591796875,5.0487518310546875
mps-uncap,0.6,32.55438804626465,5.126476287841797,5.121469497680664
mps-uncap,0.7,32.92441368103027,5.2089691162109375,5.073070526123047
mps-uncap,0.1,32.520294189453125,5.401849746704102,5.781650543212891
mps-uncap,0.2,32.379865646362305,5.410432815551758,5.392789840698242
mps-uncap,0.3,32.35578536987305,5.133628845214844,5.370616912841797
mps-uncap,0.4,32.36532211303711,5.164623260498047,5.118608474731445
