mode,load,0_densenet161-32,1_mobilenet_v3_large-32,2_mobilenet_v3_large-32
mps-uncap,0.8,402.09293365478516,213.0342721939087,200.50310850143435
mps-uncap,0.9,591.1899232864387,2551.172223091125,3340.6184673309326
mps-uncap,1.0,1120.6317710876458,10564.058656692505,11058.105163574219
mps-uncap,0.5,150.07191658020008,43.51419448852538,50.4949951171875
mps-uncap,0.6,235.18058776855477,73.4199094772339,63.560128211975226
mps-uncap,0.7,272.2177076339721,94.20671463012684,84.86858367919912
mps-uncap,0.1,68.05990457534794,23.205351829528812,25.95740079879761
mps-uncap,0.2,74.0109181404114,26.796393394470215,28.806629180908203
mps-uncap,0.3,98.14580440521239,31.16043806076051,31.141366958618114
mps-uncap,0.4,101.0271596908569,35.83690404891969,41.55463218688965
