mode,load,0_densenet161-32,1_mobilenet_v3_large-32,2_mobilenet_v3_large-32
mps-uncap,0.8,442.7452087402344,243.55673789978027,240.83852767944336
mps-uncap,0.9,657.1495532989502,2663.3119583129883,3371.2329864501953
mps-uncap,1.0,1195.596694946289,10666.162490844727,11296.795845031738
mps-uncap,0.5,143.47529411315918,58.487892150878906,67.78383255004883
mps-uncap,0.6,244.78507041931152,100.83556175231934,90.21902084350586
mps-uncap,0.7,279.4926166534424,111.053466796875,117.33436584472656
mps-uncap,0.1,34.7743034362793,12.444257736206055,19.75846290588379
mps-uncap,0.2,37.69803047180176,24.912118911743164,25.94304084777832
mps-uncap,0.3,72.49188423156738,37.26935386657715,54.987430572509766
mps-uncap,0.4,86.57240867614746,42.18268394470215,67.31820106506348
