mode,load,0_densenet161-32,1_mobilenet_v3_large-32,2_mobilenet_v3_large-32
mps-uncap,0.8,54.88479137420654,13.357877731323242,12.993454933166504
mps-uncap,0.9,55.52029609680176,15.43116569519043,15.420913696289062
mps-uncap,1.0,55.79376220703125,16.070842742919922,16.06428623199463
mps-uncap,0.5,45.491814613342285,9.319543838500977,9.323358535766602
mps-uncap,0.6,48.995375633239746,10.12420654296875,9.886741638183594
mps-uncap,0.7,53.01046371459961,10.393619537353516,10.45083999633789
mps-uncap,0.1,36.71896457672119,11.569023132324219,11.303305625915527
mps-uncap,0.2,36.78333759307861,11.47913932800293,11.361360549926758
mps-uncap,0.3,39.5665168762207,10.81228256225586,10.635137557983398
mps-uncap,0.4,41.408538818359375,9.44507122039795,9.65261459350586
