mode,load,0_densenet161-32,1_mobilenet_v3_large-32,2_mobilenet_v3_large-32
mps-uncap,0.8,93.01364421844482,30.194520950317383,30.792713165283203
mps-uncap,0.9,127.655029296875,407.2718620300293,747.76291847229
mps-uncap,1.0,393.27096939086914,3912.718176841736,4009.7063779830933
mps-uncap,0.5,49.09539222717285,11.169910430908203,11.322975158691406
mps-uncap,0.6,61.19179725646973,13.683557510375977,12.432098388671875
mps-uncap,0.7,67.29888916015625,15.353679656982422,16.233444213867188
mps-uncap,0.1,38.75231742858887,11.674761772155762,11.43789291381836
mps-uncap,0.2,37.87386417388916,11.662721633911133,11.586427688598633
mps-uncap,0.3,41.16368293762207,11.314868927001953,11.225223541259766
mps-uncap,0.4,45.02308368682861,10.677814483642578,10.824203491210938
