mode,load,0_densenet161-32,1_mobilenet_v3_large-32,2_mobilenet_v3_large-32
mps-uncap,0.8,61.64860725402832,24.518847465515137,24.75273132324219
mps-uncap,0.9,60.78393697738648,24.695029258728024,24.62706565856934
mps-uncap,1.0,60.8854866027832,24.705531597137448,24.71555233001709
mps-uncap,0.5,58.781344890594475,23.12346458435057,23.582897186279293
mps-uncap,0.6,65.95600366592407,23.78427028656006,23.097014427185083
mps-uncap,0.7,66.84051990509032,23.52852821350097,23.870401382446286
mps-uncap,0.1,66.63552999496461,22.3017978668213,25.65430402755738
mps-uncap,0.2,53.65963220596315,21.65584564208983,22.269134521484368
mps-uncap,0.3,57.52233982086181,22.425258159637483,20.545949935913058
mps-uncap,0.4,61.190767288208,22.795081138610843,22.556190490722653
