mode,load,0_vgg11-32,1_squeezenet1_1-8,2_vgg19-8
mps-uncap,0.6,10.990142822265625,1.6889572143554688,6.428718566894531
mig,0.6,22.57847785949707,2.9985904693603516,22.11785316467285
mps-uncap,0.7,10.896921157836914,1.6701221466064453,6.494045257568359
mig,0.7,22.486448287963867,2.9952526092529297,22.12691307067871
mps-uncap,0.8,11.140584945678711,1.6665458679199219,6.524085998535156
mig,0.8,22.657155990600586,2.9909610748291016,22.14670181274414
mps-uncap,0.9,11.368036270141602,1.691579818725586,7.148265838623047
mig,0.9,22.82094955444336,3.015756607055664,22.194385528564453
mps-uncap,1.0,11.37995719909668,1.703500747680664,6.627082824707031
mig,1.0,22.901296615600586,3.066539764404297,22.200584411621094
mps-uncap,1.1,11.662006378173828,1.7054080963134766,7.368803024291992
mig,1.1,22.901058197021484,3.030061721801758,22.2930908203125
mps-uncap,1.2,11.36159896850586,1.6963481903076172,7.049798965454102
mig,1.2,22.830486297607422,3.0329227447509766,22.467851638793945
mps-uncap,1.3,11.82413101196289,1.6815662384033203,7.248878479003906
mig,1.3,23.186683654785156,3.1201839447021484,22.32837677001953
