mode,load,0_densenet169-2,1_vgg13-16,2_vgg13-8
mps-uncap,0.8,530.7800769805908,235.95738410949707,155.17640113830566
mps-uncap,0.9,773.9245891571045,1306.2150478363037,753.5421848297119
mps-uncap,1.0,3988.7051582336426,7191.83611869812,2436.1088275909424
mps-uncap,0.5,49.44038391113281,68.2365894317627,47.952890396118164
mps-uncap,0.6,161.56506538391113,79.11920547485352,42.93346405029297
mps-uncap,0.7,101.95136070251465,84.49125289916992,70.88947296142578
mps-uncap,0.1,19.0887451171875,23.069381713867188,10.608673095703125
mps-uncap,0.2,40.305376052856445,24.001121520996094,16.340255737304688
mps-uncap,0.3,32.35483169555664,34.120798110961914,19.41657066345215
mps-uncap,0.4,61.842918395996094,39.812564849853516,43.81728172302246
