mode,load,0_efficientnet_b7-2,1_efficientnet_b7-2,2_efficientnet_b7-2,3_efficientnet_b7-2
mig,0.1,22.61185646057129,21.917223930358887,22.597789764404297,26.035547256469727
mig,0.2,21.679401397705078,21.488308906555176,21.583199501037598,25.610923767089844
mig,0.3,21.203041076660156,21.050214767456055,21.141767501831055,25.590896606445312
mig,0.4,21.01278305053711,21.44908905029297,21.23117446899414,25.580883026123047
mig,0.5,21.515965461730957,21.031975746154785,21.18539810180664,25.645017623901367
mig,0.6,21.041154861450195,21.276473999023438,21.13795280456543,25.638818740844727
mig,0.7,20.992279052734375,21.179914474487305,21.321654319763184,25.635242462158203
mig,0.8,21.412134170532227,21.143078804016113,21.109819412231445,25.670886039733887
mig,0.9,21.300554275512695,20.89405059814453,21.318435668945312,25.65455436706543
mig,1.0,21.091341972351074,21.055221557617188,21.296977996826172,25.620222091674805
