mode,load,0_efficientnet_b7-2,1_efficientnet_b7-2,2_efficientnet_b7-2,3_efficientnet_b7-2
mig,0.1,35.25586128234864,36.44938468933106,33.963441848754876,35.341858863830566
mig,0.2,39.0434741973877,39.917540550231934,39.335012435913086,42.37921237945557
mig,0.3,49.09329414367676,44.55742835998536,45.6370830535889,48.63729476928711
mig,0.4,65.11621475219728,60.89181900024414,65.78645706176756,55.10151386260986
mig,0.5,107.472038269043,106.72025680541992,88.92440795898438,71.24080657958986
mig,0.6,254.4991970062256,336.158561706543,227.85286903381348,76.16639137268068
mig,0.7,2185.158181190491,2557.6460361480713,3614.6904468536377,140.32835960388184
mig,0.8,8901.239657402039,6519.593262672424,8200.628113746643,140.41864871978763
mig,0.9,12803.47990989685,13132.93733596802,13171.984434127808,409.2986583709718
mig,1.0,17011.956214904785,16621.256351470947,17202.643871307373,3508.0799102783208
