mode,load,0_efficientnet_b7-2,1_efficientnet_b7-2,2_efficientnet_b7-2,3_efficientnet_b7-2
mig,0.1,0.012636184692382812,0.01239776611328125,0.013589859008789062,0.012874603271484375
mig,0.2,0.012636184692382812,0.012636184692382812,0.012636184692382812,0.013113021850585938
mig,0.3,0.010728836059570312,0.01239776611328125,0.011444091796875,0.012159347534179688
mig,0.4,0.01239776611328125,0.011444091796875,0.01239776611328125,0.012874603271484375
mig,0.5,0.010013580322265625,0.012636184692382812,0.01239776611328125,0.01239776611328125
mig,0.6,0.012636184692382812,0.012636184692382812,0.013589859008789062,0.0133514404296875
mig,0.7,0.012874603271484375,0.02002716064453125,0.01430511474609375,0.013589859008789062
mig,0.8,0.028133392333984375,0.013828277587890625,0.01621246337890625,0.012874603271484375
mig,0.9,0.013113021850585938,0.016450881958007812,0.013113021850585938,0.013113021850585938
mig,1.0,0.017642974853515625,0.01621246337890625,0.016689300537109375,0.012636184692382812
