mode,load,0_efficientnet_b7-2,1_efficientnet_b7-2,2_efficientnet_b7-2,3_efficientnet_b7-2
mig,0.1,39.92819786071777,41.46862030029297,54.89540100097656,38.11311721801758
mig,0.2,55.515289306640625,60.605764389038086,57.18040466308594,69.23055648803711
mig,0.3,90.01350402832031,74.45549964904785,100.71039199829102,84.89799499511719
mig,0.4,160.45641899108887,145.5974578857422,135.5423927307129,102.67472267150879
mig,0.5,200.88744163513184,246.60348892211914,163.85912895202637,165.63081741333008
mig,0.6,485.1727485656738,639.639139175415,361.36722564697266,140.9447193145752
mig,0.7,2717.9641723632812,2769.4873809814453,3876.0833740234375,266.0071849822998
mig,0.8,9750.282526016235,7174.988031387329,8640.90609550476,242.43998527526855
mig,0.9,14463.526964187622,14498.727798461914,14397.208213806152,558.6147308349609
mig,1.0,18415.996313095093,18555.24182319641,18778.87487411499,3684.3137741088867
