mode,load,0_efficientnet_b7-2,1_efficientnet_b7-2,2_efficientnet_b7-2,3_efficientnet_b7-2
mig,0.1,13.91777274291508,14.691583862899188,13.995428680544256,7.567861257661888
mig,0.2,26.946658241715326,29.108542713369598,28.594092853726327,14.948737163045024
mig,0.3,41.7025590221639,40.13405887662734,40.66441199665485,25.2017656607421
mig,0.4,54.19676757553538,53.71714005655583,53.56095828539332,32.3792546045658
mig,0.5,70.61347152878417,69.65972707017136,69.99853099199882,41.518096300967024
mig,0.6,82.54235898768495,83.42474711446988,83.31950800812533,48.25585308132966
mig,0.7,94.04470848702891,94.12489180555724,93.44957590910937,56.11866749950623
mig,0.8,93.17480096373058,94.39344796940728,94.2179335125999,64.31901513318542
mig,0.9,93.4017610243609,95.45785613233983,93.50938042680039,71.61350093400432
mig,1.0,94.53853542868758,94.69590618383427,93.61688308807041,77.59874578340158
